Symbol,Date,Open,Close,Shortname,Sector,Weight,PcChangeDay
WELL,2020-03-20,42.61000061035156,42.41999816894531,Welltower Inc.,Real Estate,0.0010670276265583,-0.45
WST,2020-03-20,137.55999755859375,130.64999389648438,"West Pharmaceutical Services, I",Healthcare,0.000653722012893,-5.02
WDC,2020-03-20,32.349998474121094,31.049999237060547,Western Digital Corporation,Technology,0.0004265249208067,-4.02
WRK,2020-03-20,26.270000457763672,25.520000457763672,Westrock Company,Consumer Cyclical,0.0003168326998919,-2.85
WY,2020-03-20,16.3799991607666,14.760000228881836,Weyerhaeuser Company,Real Estate,0.0007708741012557,-9.89
WHR,2020-03-20,84.27999877929688,74.44999694824219,Whirlpool Corporation,Consumer Cyclical,0.0002967801669568,-11.66
WMB,2020-03-20,11.65999984741211,11.529999732971191,"Williams Companies, Inc. (The)",Energy,0.0011182054321892,-1.11
GWW,2020-03-20,235.41000366210935,213.77999877929688,"W.W. Grainger, Inc.",Industrials,0.0007264134191527,-9.19
WYNN,2020-03-20,49.83000183105469,51.970001220703125,"Wynn Resorts, Limited",Consumer Cyclical,0.0001882240309186,4.29
XEL,2020-03-20,59.0,50.630001068115234,Xcel Energy Inc.,Utilities,0.001113233709677,-14.19
XYL,2020-03-20,64.5999984741211,59.88999938964844,Xylem Inc.,Industrials,0.0004116972334194,-7.29
YUM,2020-03-20,64.04000091552734,58.08000183105469,"Yum! Brands, Inc.",Consumer Cyclical,0.0010096240843293,-9.31
ZBRA,2020-03-20,186.07000732421875,179.3800048828125,Zebra Technologies Corporation,Technology,0.0004646701633809,-3.6
ZBH,2020-03-20,87.93203735351562,83.4757308959961,"Zimmer Biomet Holdings, Inc.",Healthcare,0.0006400187788414,-5.07
ZION,2020-03-20,27.3700008392334,25.57999992370605,Zions Bancorporation N.A.,Financial Services,0.0002335550841763,-6.54
ZTS,2020-03-20,101.5500030517578,100.94000244140624,Zoetis Inc.,Healthcare,0.0024452626718732,-0.6
